Category;body
consommer;Le transport et l’énergie étant les premiers contributeurs de gaz à effet de serre, il est indispensable de réduire à la fois les distances de trajet et les ressources allouées pour nos biens de consommation. Pour cela, il faut consommer le plus possible local et made un France. Malheureusement notre industrie a été décimée, et notre système fiscal avantage seulement les multinationales qui délocalisent leur production. Je propose que l’on incite à l’achat made in France, avec des crédits d’impôts par exemple. Concrètement, moins de TVA pour les produits d’origine ( et j’insiste sur les ingrédients d’origine, pas seulement la production) France par exemple.
consommer;"Cette remarque pourrait tout aussi bien être dans la rubrique ""produire"" ou ""transversal"".

Lors de la quatrième journée de travail, un intervenant s’est présenté comme membre non payé du Haut Conseil pour le Climat. Il n’a pas précisé ses autres activités. Il a oublié de préciser qu’il est aussi président du Shift Project, un organisme financé par EDF, Vinci, Bouygues, Enedis, Saint Gobain… Il est aussi associé fondateur de Carbone 4, une entreprise qui conseille pour décarboner notamment le groupe PSA, total, safran, le groupe Lagardère, BNP-Paribas, Vinci, Bouygues Immobilier…

Il propose des pistes très intéressantes pour penser la société de demain. Je pense que dans l’ensemble il est bon de s’inspirer de ses idées. Cependant attention au risque de conflit d’intérêt lors de ses interventions, en particulier concernant les lobbies de l’électricité et du nucléaire. Non, le nucléaire n’est pas la seule solution pour baisser les émissions de CO2. C’est une solution, mais ce n’est pas la seule et encore moins la meilleure. À ce propos, une émission sur France Culture dont le titre est : ""L'EPR : le nucléaire c'est cher et ça ne fonctionne pas"". Développer la filière électrique n’est pas une solution acceptable : il est préférable de consommer moins d’énergie. Mieux vaut s’inspirer d’un scénario type Negawatt : en priorité réduire les besoins en énergie, en deuxième améliorer l’efficacité des appareils, et enfin utiliser des sources d’énergie renouvelables."
consommer;"La ccc doit exorter l’exécutif à sortir du discours qui nous berce d’illusions sur la croissance verte.
La ccc doit envoyer le message suivant à nos hommes politiques qui nous représentent :
Les citoyens soucieux de l’avenir et éclairés sur les différents paramètres que sont le climat, l’énergie et l’économie ont pris conscience que l’objectif de réduction de GES ne pourra être tenu sans une baisse de la consommation.
Pour ce faire, mettre en place des mesures incitatives qui permettent aux citoyens de consommer moins et mieux.
- mettre en place une comptabilité carbone pour tout produit et service vendue en France
- taxer massivement les produits à forte emprunte carbone"
consommer;"Bonjour, Il est important dans le travail d'avoir les idées claires sur les ordres de grandeurs. Ou se trouvent les émissions de GES. Et donc ou devons-nous porter nos efforts pour  réduire les émissions de GES, le plus rapidement ? 
Connaître les ordres de grandeur, c'est éviter de discuter sur le truc qui n'a pas ou très peu d'impact (très peu d'émission....). 
Nous avons très peu de temps pour maintenir une situation climatique du moins pire. Donc nous devons choisir les endroits de grande émission de GES et réfléchir comment réduire ses émissions.
Malheureusement il y aura des perdants et comment prendre en compte les perdants !?
Je pense que c'est la collectivité qui doit prendre en compte les perdants."
consommer;"Imposer l'extinction des devantures de magasins et de tout bâtiment inoccupé la nuit.
Une mesure tout à fait simpliste qui devrait déjà être prise.
Cela s'inscrit dans le cadre de la limitation de consommation d'énergie au lieu de chercher des moyens d'en produire plus."
consommer;"Fair en sorte de réduire la production de déchet.
Les grandes enseignes alimentaires ne devrait elle pas avoir l'obligation de proposé la plus part des produits en vrac ? Chaque habitant arriverait dans les enseignes avec leur boîte et se serviron en vrac de la quantité voulu.
Pour des produits alimentaires (à long durée de vie bien sûr, mais aussi ceux qui on un peu moins de longévité en fessant pourquoi pas des bacs avec les différente dates de péremption) mais aussi des produits beauté (crème, shampoing, gel douche...)
Cela sera pour sûr un investissement pour les grandes enseignes et ils devront repensées à pas mal de choses pour faire un système vraiment efficace, mais à la fin, les consomateurs et l'enseigne sera gagnant car aucun d'entre eu ne payera le prix du contentent."
consommer;"Son fonctionnement est simple: chaque habitant reçoit un quota annuel de droits d’émissions de GES. Pour chaque achat encadré par le quota, la Carte Carbone sera scannée et décrémentée des droits d’émissions correspondant aux émissions du produit acheté. Quand le quota arrive à zéro, vous ne pouvez plus acheter les produits concernés par le quota.

Dans une bourse au carbone, les plus pauvres pourront choisir de vendre leurs ""points carbone"" inutilisés à ceux qui veulent consommer plus. On voit ainsi que contrairement à la taxe carbone - qui permettra toujours au plus riches de consommer à leur guise et qui nécessiterait des compensations très incertaines à l’égard des pauvres - la Carte Carbone met en place un cercle vertueux, qui limite les plus riches, au profit des plus pauvres !

La Carte Carbone pourra d'abord s'appliquer à la consommation d'essence et d’énergie et, dans un second temps, à la plupart des objets de consommation.

Les émission doivent diminuer régulièrement jusqu’en 2050, les quotas individuels annuels, strictement égaux d’une personne à l’autre, diminueront en même proportion. Ainsi, contrairement à la taxe carbone dont l’effet réel est très incertain, la carte carbone permet à coup sûr de respecter l’objectif de diminution de nos émissions.

Cette proposition est défendue par Yves Cochet, ancien ministre de l'environnement. Je vous encourage vivement à l'inviter pour qu'il soit auditionné."
consommer;"Le luxe d'une époque, l'eau potable au robinet , est devenu source de suspicion, entretenue par les producteurs d'eau en bouteille.
je suis infirmière. Il y a encore quelques années, dans les services hospitaliers, l'eau était distribuée dans des brocs en inox; Aujourd'hui, la règle est l'eau en petite bouteille plastique de 33cl. Au sortir de l'hôpital, le patient croit important pour sa santé, guidé par les choix de l'hôpital, de continuer à acheter de l'eau en bouteille ( c'est la technique commerciale des vendeurs de drogue... ). Le recyclage est illusoire du fait d'une consommation exponentielle de ces eaux en bouteille, et il crée sa part de dépense en énergie fossile. Si l'eau distribuée par le réseau local est de qualité, il faut INTERDIRE aux hôpitaux, maisons de retraite, école, collectivités en général, de fournir des eaux en bouteille; il existe des méthodes de filtration efficace au cas ou le gout ne serait pas satisfaisant."
consommer;La France a un taux de grandes surfaces par habitant déjà disproportionné, et la grande distribution non seulement a tué la convivialité des centre-villes, mais participe d'une logistique mondialisée aux conséquences environnementales (pollution), sociales (production à bas-prix, délocalisation de l'emploi) et culturelles (gavage publicitaire) désastreuses, que ne saurait justifier la couse aux profits de quelques uns, Plus aucune nouvelle implantation ne doit être autorisée, et un vaste programme de réflexion sur les reconversions possibles des implantations existantes surnuméraires doit être lancé, En outre, une taxation écologique des produits en fonction de la distance qu'ils ont parcourue, simple mesure de justice par rapport aux coûts indirects supportés par la collectivité, permettrait sans plus attendre de renverser leur pseudo-compétitivité.
consommer;"Bonjour, dans notre village, un permis de construire a été donné pour créer une grande surface Carrefour sur le plateau de la gare, en dehors du village. Celui qui a construit ce carrefour a aussi créé 2 surfaces où se sont installés un tabac/presse et la pharmacie. (ces 2 derniers étaient avant sur la route principale du village). De ce fait, il ne reste plus, dans le centre du village, qu'une boulangerie et une petite surface Spar (cette dernière existe depuis très longtemps) et un petit local de vente des petits producteurs de la vallée. Pour la pharmacie, par exemple, quand il manque un médicament, qu'on habite au bout du village et que l'on commence à avancer en âge, c'est un gros problème. Il faudrait donc interdire les surfaces avec les ""grands noms""."
consommer;Faciliter l'accès au micro-crédit (à taux zéro) pour permettre aux personnes qui ont des idées de se lancer sans s'endetter.
consommer;Malus (+100%) sur l'importation (hors CEE) de vêtements / Bonus (-50%) sur les produits de recyclage tissus (sur France), et la fabrication de vêtements fabriqués 100% sur France.
consommer;Au profit du frêt SNCF et du transport par péniches
consommer;Aujourd'hui la plupart des appareils électroménagers (refrigerateur, machine à laver etc.) ne sont plus garantis que 3 ans et ont tendance à tomber en panne juste après pour encourager la consommation. Ils sont souvent même irréparables (tout est fait pour ça) ou réparables à un cout si prohibitif qu'ils finissent en déchetterie. Il faudrait baisser de façon très significative la TVA sur les produits garantis 10 voire 20 ans pièces et main d'oeuvre. Et encourager les fabricants à proposer du durable. Et ça pourrait aussi s'appliquer à d'autres secteurs (comme les meubles, l'habillement). On pourrait même envisager une augmentation de la TVA sur les produits inutiles, importés et voués à rapidement finir à la poubelle (les jouets pour faire les bulles en sont une très belle illustration).
consommer;"Ca parait une évidence, mais pourtant, en pleine canicule les magasins ont la climatisation et la porte ouverte. Idem en hiver. 
Des portes automatiques peuvent être installées."
consommer;"Si le développement d'énergies renouvelables et décarbonées est une nécessité absolue pour relever le défi climatique, on oublie souvent l'enjeu de la sobriété énergétique. S'il est impératif de produire ""mieux"", il est également indispensable de consommer ""moins"", et par conséquent de faire la chasse aux consommations évitables et/ou inutiles.

Formons donc le plus grand nombre aux enjeux de la sobriété énergétique. Des gestes simples à la maison, comme au bureau, peuvent permettre de réduire nos consommations d'énergie. Proposons donc des ateliers en Mairie, gratuits, et accessibles à tous, pour promouvoir les bons gestes et réduire nos consommations d'énergies et, de facto, les factures qui y sont associées ! 


PS : j'ai personnellement réduit ma consommation de 17% en l'espace d'une année, en respectant quelques règles simples. 
Et selon la plateforme Equilibre d'EDF, mon foyer a une consommation inférieure de 60% à celle des foyers similaires."
consommer;"La publicité est un rouage essentiel de notre société de consommation : 1 euro de publicité engendre environ de 7 euros de PIB. Elle pousse à la consommation, y compris de biens ou de services inutiles qui seront jetés rapidement ou inutilisés.
Par ailleurs, seules quelques grandes entreprises peuvent se payer des espaces publicitaires dignes de ce nom. La publicité n'aide donc pas le consommateur à faire un choix éclairé. 
En outre, les grandes entreprises qui peuvent financer des publicités n'oeuvrent pas pour le développement durable. En 2013, les 5 plus grands annonceurs étaient Procter & Gamble, Unilever, l'Oréal, Toyota et General Motors.
Face à ces constats, je propose d’interdire la publicité dans l'ensemble des médias et de l'espace public. Elle sera remplacée par des oeuvres d'art ou des supports d'information.
La publicité finance des médias et des initiatives privées et publiques. Ce financement sera transitoirement assuré par une contribution des entreprises et de l'Etat. Parallèlement, des groupes de travail élaboreront de nouveaux modèles économiques. L'écosystème des start-up, créatives dans le domaine des modèles économiques, sera mis à contribution.
Afin que le consommateur puisse faire un choix éclairé, les comparateurs d'offres et les médias spécialisés qui testent ces offres (magasines informatiques, etc.) seront appelés à se développer avec le concours technique et financier des services de l’Etat et le concours financier des entreprises."
consommer;"Sur le même modèle que la note de consommation énergétique à laquelle nous nous sommes habitués pour nos appareils électroménagers, rendre obligatoire pour n'importe quel produit de consommation une note ""cycle de vie"" qui évalue leur impact réel sur les écosystèmes. Cet outil permettrait de responsabiliser les producteurs en les obligeant à la transparence sur l'ensemble de leur cycle de production, et aiderait les consommateurs à choisir de manière éclairée des produits à l'impact environnemental réduit. 

Elle peut être établie en prenant en compte l'ensemble des impacts environnementaux d'un produit, depuis l'extraction des matières premières nécessaires à sa fabrication jusqu'à sa fin de vie. Ces étapes du cycle de vie intègrent : 
- l'extraction des matières premières
- leur transport jusqu'au lieu de production
-l'énergie et les ressources utilisées pour la fabrication
- le transport jusqu'au lieu de distribution
- l'énergie et les ressources nécessaires pour l'usage (ex  : pour une bouteille de shampooing, on intègre la consommation d'eau moyenne pour un lavage de cheveux / pour un smartphone la quantité d'électricité consommée pour XXX recharges) 
- la fin de vie du produit : recyclage ? compostage ? ni l'un ni l'autre ?"
consommer;"Il faut toujours préférer la réparation d'un bien à l'achat d'un bien neuf.
C'est moins polluant. De plus, bien souvent, les produits sont fabriqués dans d'autres pays alors que la réparation est effectuée en France. C'est donc bon pour le climat et pour l'emploi en France.
Pour favoriser cela :
- ajouter une garantie obligatoire sur certains produits (électroniques par exemple) d'une durée suffisante (3 ans, 5 ans) ce qui incitera les entreprises à faire des produits plus durables et les consommateurs ç faire réparer plutôt qu'acheter neuf
- diminuer la TVA sur les réparations. C'est déjà possible pour certaines réparations sans accord de l'Europe car déjà prévu par les textes européens : réparation sur les bicyclettes, les chaussures et les articles en cuir et les vêtements et linge de maison. Demander à l'Europe une évolution pour pouvoir baisser la TVA sur les autres types de réparation
- favoriser toutes les initiatives citoyennes type Repair Café"
consommer;Supprimer ou encadrer strictement les crédits à la consommation afin de lutter contre le surendettement et la précarisation.
consommer;"Les panneaux de publicité éclairés et les écrans dans les lieux public représentent une consommation d'énergie non négligeable et injustifiable.

Il n'est pas que question de gaspillage énergétique mais aussi de pollution lumineuse qui met en danger la santé des humains (rythme circadiens) et des animaux sauvages nocturnes (insectes, mammifères, oiseaux migrateurs, etc.).

Il est très simple d’éteindre définitivement ces supports, un simple interrupteur, et en quelques semaines l’économie serait réelle et immédiate.

Je propose donc l'interdiction pure et simple de toute consommation d'énergie pour les supports publicitaires."
consommer;"Durant les heures de fermeture beaucoup de magasins, bureaux d'entreprises, etc. laissent des écrans, des éclairages allumées. Beaucoup d'énergie utilisé pour rien.
L'idée est de rendre obligatoire les coupures d'énergie, tout appareils qui touche pas directement au bon fonctionnement de l'entreprise durant ces heures de fermetures."
consommer;"Bonjour et bon courage à tous,
Pourquoi ne pas créer une étiquette climat/contenu en carbone sur l'ensemble des produits de consommation (évalué sur le cycle de vie du produit), de manière à informer le consommateur ? Cette étiquette pourrait prendre la forme des étiquettes nutriscore, avec des codes couleurs, ou des étiquettes énergie que l'on retrouve par exemple sur l'électroménager.
Merci"
consommer;"En parallèle du développement du vrac, certains produits vendus en supermarchés sont emballés doublement voire triplement. Cette multiplication des emballages est inutile. Je suggère donc de limiter le nombre d'emballage à 1 seul à la vente.
Cela n'empêche pas d'avoir des portions individuelles avec par ailleurs."
consommer;"Rendre obligatoire sur chaque emballage imprimé, l'impression des pictogrammes sur la fin de vie du produit.

Peut-il être composté ?
Peut-il être recyclé ?
Doit-il être jeté ?

C'est une mesure qui peut-être rapidement mise en place.

http://www.saintgermainbouclesdeseine.fr/actualites/fiche/rappel-sur-letiquetage-qui-nous-facilite-le-tri/?cHash=0b5568553ebab5e44ceccd9769c0ec88
https://www.consignesdetri.fr/baba/?anchor=chapter3#chapter3"
consommer;"Réévaluation de la tva en faveur des produits de première nécessité et non nocif pour l'environnement.  taxer les produits polluants et ceux de luxe.
Favoriser les circuits courts à travers une tva réduite."
consommer;"Dans un contexte où la planète peut absorber une quantité finie de CO2, il convient pour limiter le réchauffement climatique de fixer un plafond des émissions au niveau mondial. On peut commencer par l'appliquer en France afin de donner l'exemple à suivre.
La Carte Carbone est une mesure radicale mais pourrait être ce qu'il y a de plus efficace, en fixant un quota d'émissions par individu, réparti équitablement entre tous les êtres humains. Les émissions seraient comptabilisées sur certains achats pour commencer, comme l'achat de produits à empreinte carbone élevée (high tech, voiture), ou de l'essence par exemple.
On pourrait commencer par un plafond relativement élevé, puis le réduire progressivement pour atteindre les objectifs des Accords de Paris.

La Carte Carbone comporte donc de nombreux avantages:

Progressivité du plafond pour accompagner la réduction progressive des émissions

Pousserait vers des pratiques éco-responsables dans le domaine de la consommation, que ce soit de la part des citoyens que de la part des entreprises.

A l'inverse de la taxe carbone qui est indolore pour les plus riches, qui sont également les plus pollueurs, les plus pauvres se verraient créditer d'un excédent de crédits leur permettant la revente aux plus riches sur une sorte de ""marché du carbone"".

Pour plus d'infos:
Voir groupes Facebook autour de la convention car ici on ne peut pas développer plus de 1500 caractères.."
consommer;"Chaque consommateur doit pouvoir apprécier par ailleurs, le mieux possible, la production de GES associée à la production puis la mise en vente des différents produits mis en vente. Le caractère local de la production ne suffisant pas à garantir qu'elle est climato-compatible, il est important de fournir d'autres informations au consommateur.
L'augmentation du prix de l'énergie d'origine fossile, même s'il sera considéré comme relevant d'une écologie punitive, reste une voix d'amélioration des effets de la consommation incontournable. Ou alors, il faudrait allouer des droits individuels maximaux de pollution dont je vois mal les modalités de mise en oeuvre.
Si l'on augmente le prix des énergies fossiles, il faut aussi accentuer la solidarité et réduire la disparités des revenus au sein de la population afin de ne pas mettre en difficulté aigüe les personnes ayant de faibles revenus."
consommer;"Bonjour, bravo pour cette possibilité de contribution et bravo aux 150 citoyens qui vivent une expérience incroyable et très certainement durable 😉 ... 

Quelques idées ▶️
1/ rendre obligatoire l’affichage du coût CO2 
d.un produit (ensemble du cycle ) à coté du prix 
2/interdire le black Friday 
3/ suivre sa consommation CO2 avec sa carte bancaire 
4/encourager le Co voiturage en diminuant l.assurance ( créer une assurance partagée entre tous les voyageurs )
 5/installer un système de réutilisation de l’eau de son logement  et un système de récupération d.eau de pluie 
6/ l’interdiction du plastique à usage unique doit aussi s.appliquer aux bouteilles de shampoing / produits ménagers ... etc 
7/ rendre obligatoire l’installation d.un composteur dans les copropriétés 
8/ interdire les panneaux publicitaires numériques 
9/ diminuer l’eclairage public des villes et reverser le gain budgétaire au plus démunis 
10/les biens alimentaires de la région oû l.on vit doivent être préférés 
11/ démystifier le nucléaire qui n’émet pas de CO2 ´ investir dans la gestion de la sécurité (pas trop d.eoliennes svp ) 
... 

Merci 😊"
consommer;"Nombre de boites aux lettres n'ont pas de ""stop pub"", parce qu'il s'agit de résidences secondaires, d'un logement inoccupé, parce que les particuliers ont oubliés d'en coller un, parce qu'ils n'en ont pas trouvé ou parce qu'ils viennent d'emménager .... 

Idée de loi : 

- « par défaut » toutes les boites aux lettres seraient interdites à la publicité
- Un autocollant « oui pub » serait envoyé à tout les français. Ils choisiraient ensuite de le coller (ou non) sur leurs boites. 
- Une plateforme internet avec les catalogues en ligne, répartis par code postal (pour permettre le ciblage géographique, et permettre aux TPE-PME locales de faire de la publicité) serait créée afin que les personnes qui souhaitent toujours voir les pub, mais pas en version papier puissent le faire. 

Cela permettrait de réduire le nombre de publicités papier distribuées, lutter contre la déforestation, et indirectement de lutter contre la surconsommation.

Cela ne nuirait pas pour autant aux ""libertés"" puisqu'il serait toujours possible de continuer d'en recevoir, ou de les consulter sur internet."
consommer;"Le phytoplancton et les coquillages sont des acteurs majeurs de la captation de C02. L'un le capte par photosynthèse, l'autre l'emprisonne sous forme de carbonate de calcium dans sa coquille.
Il faut donc préserver les océans pollués par nos fleuves qui charrient énormément de nos déchets.
L'incivilité existera toujours. Il n'y aura jamais un gendarme derrière chaque pollueur. Il y aura toujours des inondations imprévues. Il faut donc partir du principe que dans une ville de dizaines ou centaines de milliers d'habitants : il y aura toujours des milliers d'entre eux à jeter ou à perdre quelque chose dans le fleuve.
Il faut donc mettre en place une collecte systématique et régulière des déchets dans un fleuve à la sortie de chaque agglomération le polluant, pour tous les fleuves.
Un océan moins pollué jouera mieux son rôle régulateur des perturbations atmosphériques."
consommer;Puisque consommer moins d'énergie en général contribue à faire baisser les émissions de GES, pourquoi le ministère de la transition énergétique ne ferait-il pas des spots ou des affichages de sensibilisation allant dans ce sens ? Si chaque foyer faisait attention à bien régler son chauffage, sa clim, son frigo, ou si chaque foyer coupait les box internet pendant la nuit par exemple, la consommation d'énergie baisserait drastiquement. Il est totalement anormale que la consommation d'énergie continue de croitre alors que la technologie nous permet de consommer moins. Il existe des multitudes de gestes à adopter mais aucune communication n'est faite pour expliquer comment faire.
consommer;"Nous sommes confrontés à 2 grands defis. ""Le bouleversement climatique, l'extinction massive des espèces et la perte de biodiversité"" ET ""l'effondrement de la société thermo industrielle"". 
L'effondrement de la société thermo-industrielle dû à la rarefaction des ressources fossile et minière serait en fait notre chance pour ralentir rapidement nos emissions de CO2 et limiter les degats sur le climat et la nature. Mais cet effondrement entrainera des conflits, de la misère, de grands bouleverselents sociaux. Cet effondrement est en cours, il est inevitable, les pays industriels seront les plus violemment touchés puique nous sommes extremement dependants et incapables de vivre de peu. Il faut donc l'accompagner, pour le vivre au mieux et permettre de ralentir le changement climatique. Dans le même temps il faut restaurer en masse les ecosystemes. Il est encore temps mais le temps presse. La France doit s'engager à fond, prendre le probleme à ""bras le corps"", planifier  et devenir un modele et developper une expertise dont elle pourra faire beneficier d'autres états. Soyez audacieux !"
consommer;Pour faciliter/accélérer/augmenter les investissements pour le climat, il faut les défiscaliser à 100%
consommer;Tous les élèves doivent calculer le bilan carbone de ses parents en primaire et le comparer aux objectifs 2030
consommer;"En septembre nous avons eu droit aux campagnes de pub des compagnies d'aviation (""prolongez l'été, rendez vos collègues jaloux, partez à l'autre bout du monde""). Comment encourager des comportements bas carbone si la publicité créé ce genre de désirs ?

Je propose d'interdire, secteur par secteur, la publicité pour les activités les plus émettrices de carbone. Dans le transport : l'avion et la voiture. Dans l'alimentation : la viande rouge, l'huile de palme et le soja issus de la déforestation. Dans le bâtiment : la construction de résidences individuelles. Dans l'électronique : les appareils les plus gourmands en co2. Etc.

Il faudrait mesurer le manque à gagner pour les médias ou régies de transport. Et pourquoi pas que l'État compense par des campagnes de sensibilisation sur le climat (ou tout autre sujet dintérêt public)."
consommer;"Je pense que nous avons tous eu l'expérience d'une demande de notre ordinateur, smartphone, ... de mise à jour. N'ayant pas réellement le choix nous l'acceptons souvent à contre cœur car nous savons pertinemment l'effet de ralentissement que ça peut provoquer sur notre matériel. Nous avons une chance sur deux. Combien d'entre nous ont été dans l'obligation de changer de matériel pourtant fonctionnel, voir comme neuf cependant ramant comme si il avait 10 ans d'utilisation ?

Aujourd'hui la fabrication de ces appareils nécessitent des ressources abiotiques rares et de plus en plus rare. En terme de gain écologique, nous avons intérêt à garder nos équipements le plus longtemps possible.

La proposition est de rendre obligatoire la différenciation des mises à jour logiciels correctives indispensables, des mises à jour évolutives, qui apportent de nouvelles fonctionnalités souvent non utilisées et non désirées. De plus, les mises à jour évolutives devraient être optionnelles permettant à l'utilisateur de choisir tout simplement si il souhaite installer ces fonctionnalités ou non."
consommer;"Bonjour et félicitations pour cette expérience assez inédite ! 
J'ai pris beaucoup de plaisir et d'intérêt à suivre les sessions de la Convention mais une question qui me semble primordiale n'a jamais été envisagée : quel mode de gouvernance, quel type de système politique pourrait favoriser l'objectif de transition (ou d'adaptation plutôt) énergétique ? Le système représentatif de notre République semble avoir faillit dans cette tâche, cette Convention en est elle même une démonstration. C'est évidemment une question pas facile... Mais le même système partiellement démocratique actuel qui est grandement responsable des problèmes climatiques peut il aussi formuler une solution sans être réformé ? La question de l'impact de la gouvernance dans l'emergence, l'application et le contrôle des solutions me semble important. 
Merci!"
consommer;"- Obliger les industriels à changer leur mode d'emballage ( interdire le suremballage  , minimiser au maximum l'emballage , des bouteilles en verre au lieu du plastique avec consigne ....) et pas dans 5 ou 10 ans ...mais immédiatement quand c'est possible ( exemple le carton pour regrouper les yaourts ...)
- Obligation de remettre dans les grandes surfaces du personnel pour servir le bio en vrac en légumes et en fruits pour éviter le raison en barquette plastique ou le concombre sous film par ex
-Interdire la vente de légumes , de fruits ""découpés"" dans des barquettes en plastique
-Interdire les ""packs"" d'eau ou de boisson avec un film
-Généraliser les boites ou containers à la sortie des magasins pour y laisser ce que le consommateur ne veut pas voir encombrer ses poubelles pour sensibiliser l'enseigne qui fera remonter l'info et appuiera auprés de ses fournisseurs
- Interdire la vente de sacs plastiques au caisse ou le faire payer bien plus cher 
- Voilà quelques exemples sachant que le consommateur est toujours libre de ses choix mais il faut aussi aider les gens de bonne volonté"
consommer;"Interdiction d'importation de l'huile de palme et de soja responsables de déforestation et de disparitions d""espèces animales uniques.
Interdiction d'introduire ces produits dans les produits transformés."
consommer;Mettre en place des quotas de consomation (gaz, electricite,eau, petrole, dechets) selon taille famille et revenus et surtaxe au delà
consommer;"Chaque année, les Douanes détruisent des quantités de produits contrefaits qui, en dehors du préjudice qu'ils causent aux marques concernées, pourraient être redistribués par les organismes humanitaires aux plus démunis.
Il faudrait vérifier la qualité minimum desdits produits, les rendre incompatibles à la revente (coloration, créer un ""défaut d'aspect"" discret non nuisible à l'utilisation...), demander aux organismes bénéficiaires de justifier de l'utilisation des produits."
consommer;"TVA ou Taxe Juste pour favoriser la Transition Ecologique, 

Taxe Sociale et Juste : 
Pour booster les filières de produits/services d’avenir bons pour l’environnement et la santé,
Désavantager les Filières polluantes pour accélérer / pousser leur modernisation et environnementalisation, via la TVA ou une taxe de remplacement ou un système complémentaire. (bonus/malus), aider à créer des emplois durables, et faire évoluer des activités existantes naturellement vers des emplois plus durables. 

1e étape : un barème sur les catégories de produits et services
2e étape : un calculateur exact basé sur des données scientifiques (sur le même modèle que le calcul du prix de l'électricité)

Plusieurs milliers de personnes ont déjà signé la pétition : 
https://www.change.org/p/emmanuel-macron-pour-la-mise-en-place-d-une-taxe-juste-au-niveau-français-et-européen-ecologique-sociale"
consommer;"Nous aimerions tous savoir réparer les multiples objets du quotidien. Pour diminuer notre consommation, il faudrait que l’on apprenne les bases de la réparation dès l’école primaire, sous forme ludique puis de plus en plus technique au fur et à mesure des années d’étude.
Nous pourrions aussi enseigner les bases de la réparation et de l’isolation d’une maison. Afin que chacun devienne un acteur de la rénovation."
consommer;"Ce QR code donnera l'adresse du site et la référence du produit, où l'on pourra consulter : 
- le lieu et la date de fabrication, 
- les ingrédients et composants et leur traçabilité, 
- la date de péremption, 
- la composition, 
- les allergènes, 
- les précautions d'emploi, 
- un éventuel manuel d'utilisation, 
- les consignes de recyclage, 
- le coût carbone, 
- le score santé."
consommer;"L'idée serait d'aboutir à un système de consigne verre pour tous les produits vendus en bouteille ou en pack. Cela permettrait de limiter les déchets plastiques tout en développant une industrie de collecte et remise en condition des bouteilles qui aurait l'avantage d'être difficilement délocalisable (il pourrait être utile de faire en sorte que les bouteilles ne retournent pas en chine pour se faire reconditionner, voire limiter les distances de transport).

Pour faciliter la mise en place:
 - le système pourrait commencer graduellement, par région et/ou par catégories de bouteille.
 - un certains nombre de modèles standards (10-40 ?) devraient être définis pour améliorer la portabilité et éviter que chaque marque ait son modèle (petites bouteilles de boisson, grandes bouteilles de boisson, vin, limonade, etc., puis produits d'entretient avec des bouteilles suffisamment différentes pour éviter les confusions)
 - Les fournisseurs qui seraient en retard auraient à payer le prix de la consigne sur toutes leur ventes en bouteilles plastiques.
- Des collecteurs automatisés ou non devraient être disponibles avec un bon maillage.

La mesure nécessite d'y réfléchir de manière approfondie, mais j'espère avoir initié une idée,
Merci de votre travail,
Cordialement,"
consommer;"La publicité incite les citoyens à consommer et pour ceux qui sont conscient des dégâts environnementales engendrées, elle crée de la dissonance cognitive : je sais que ce n'est pas bien de surconsommer mais partout où je regarde on me demande d'acheter des objets.

Il faut interdire la publicité pour les produits qui engendre la plus grande pollution : voitures, voyages en avion, viande, produits à base d'huile de palme

Réglementer la place de la publicité dans l'espace public pour réduire la quantité de sollicitation auxquelles nous sommes soumis (15.000 par jour environ)

Interdire certains modes de publicité comme les panneaux publicitaires lumineux

Réglementer le nombre de centre commerciaux car leur taille et leur puissance commerciale induisent la surconsommation et tuent les petits commerce

Taxer la vente en ligne qui induit des transports individualisés"
consommer;"La taxe carbone est la plus juste des taxes à 4 conditions :
1° Qu’elle s’applique sur tous les usages et pas uniquement sur le carburant des véhicules.
2° Qu’il y ait un mécanisme de compensation aux frontières, ou encore mieux, que l’OMC soit revue pour n’accepter les échanges commerciaux qu’avec des pays qui applique le même niveau de taxe.
3° Supprimer l’évasion fiscale pour ne pas pouvoir consommer ailleurs (non taxé) l’argent produit chez nous.
4° Que les gains viennent principalement en déductions d’autres taxes (SMIC, TVA,…) pour au minimum la rendre globalement neutre pour les bas revenus.
La raison pour laquelle cette taxe est juste est simple. Plus quelqu’un (aussi les entreprises) consomme, plus il est taxé. De plus le produit consommé est polluant, plus la taxe est élevée.
Donc les riches payent beaucoup plus de taxe que les pauvres. Mais ce n’est pas tant d’être riche qui compte que la manière dont on vit. En effet l’agriculteur qui vit avec moins qu’un smic malgré qu’il est « riche » n’a pas de raison d’être taxé davantage."
consommer;"Il faut avoir accès libre à la déchetterie pour y récupérer un objet qui nous intéresse afin de lui donner une seconde vie. Trop souvent en déchetterie des objets sont encore utilisables. Les objets sont parfois re-valorisé par le syndicat mais ceci signifie qu'ils sont recyclés avec un coût environnemental. 
J'aimerai avoir l'autorisation de récupérer du bois, ou autre matériaux de construction par exemple. Afin de ne pas consommer du neuf et économiser de l'argent. Actuellement interdit dans les déchetteries. 
Ou bien chaque déchetterie pourrait avoir obligation de travailler en lien direct avec une ressourcerie/recyclerie."
